0;1;2
19.144146;0.51881963;0.15152076
19.16917;0.51828367;0.15849029
19.194195;0.5177231;0.16543625
19.21922;0.51713514;0.1723577
19.244244;0.5165177;0.17925337
19.26927;0.5158682;0.18612255
19.294294;0.51518446;0.19296277
19.319319;0.514464;0.19977307
19.344345;0.51370424;0.20655243
19.36937;0.51290286;0.21329816
19.394394;0.51205724;0.220009
19.419418;0.5111635;0.22668396
19.444443;0.510221;0.23331976
19.46947;0.5092263;0.23991555
19.494493;0.50817674;0.2464682
19.519518;0.50706977;0.25297612
19.544544;0.5059027;0.25943747
19.569569;0.50467294;0.2658491
19.594593;0.503378;0.2722091
19.61962;0.5020147;0.2785152
19.644644;0.50058115;0.2847645
19.66967;0.49907458;0.29095516
19.694695;0.4974926;0.29708368
19.719719;0.49583292;0.30314788
19.744745;0.49409303;0.30914572
19.76977;0.49227092;0.31507352
19.794794;0.49036437;0.3209291
19.81982;0.4883714;0.32671043
19.844845;0.48629007;0.33241364
19.869871;0.48411837;0.3380371
19.894896;0.48185492;0.34357736
19.91992;0.4794981;0.34903225
19.944946;0.47704616;0.3543996
19.96997;0.47449836;0.35967627
19.994995;0.47185385;0.36485937
20.02002;0.4691108;0.3699478
20.045044;0.46626887;0.37493873
20.07007;0.46332714;0.37983048
20.095095;0.46028563;0.38462016
20.12012;0.45714384;0.38930625
20.145145;0.4539014;0.3938873
20.17017;0.45055827;0.39836106
20.195194;0.44711554;0.40272596
20.22022;0.44357276;0.40698105
20.245245;0.43993112;0.4111244
20.270271;0.436191;0.41515556
20.295296;0.43235376;0.41907284
20.32032;0.42842028;0.4228758
20.345346;0.42439047;0.4265664
20.37037;0.42026788;0.43014008
20.395395;0.41605318;0.4335984
20.420422;0.41174763;0.43694153
20.445446;0.4073538;0.4401691
20.470472;0.4028729;0.44328183
20.495497;0.3983083;0.44627824
20.520521;0.3936608;0.44916153
20.545547;0.38893285;0.45193163
20.570572;0.3841274;0.45458916
20.595596;0.37924656;0.45713532
20.62062;0.3742929;0.45957145
20.645645;0.36926892;0.4618989
20.670671;0.36417732;0.46411926
20.695696;0.35902074;0.4662339
20.72072;0.35380188;0.46824476
20.745747;0.348523;0.47015387
20.770771;0.34318757;0.47196293
20.795795;0.33779803;0.47367415
20.82082;0.33235705;0.47528982
20.845844;0.32686847;0.4768127
20.87087;0.32133263;0.47824436
20.895895;0.3157539;0.47958738
20.92092;0.31013444;0.4808444
20.945946;0.3044765;0.48201808
20.97097;0.29878333;0.48311076
20.995995;0.29305705;0.48412514
21.02102;0.2873;0.48506248
21.046045;0.2815149;0.4859276
21.071072;0.27570343;0.48672235
21.096096;0.26986867;0.48744923
21.12112;0.26401234;0.4881109
21.146147;0.2581361;0.48871014
21.171171;0.25224283;0.48924938
21.196196;0.24633403;0.48973137
21.221222;0.24041116;0.49015865
21.246246;0.2344768;0.49053374
21.271273;0.22853181;0.4908592
21.296297;0.2225787;0.4911375
21.321321;0.21661854;0.49137107
21.346348;0.21065232;0.49156234
21.371372;0.2046824;0.49171358
21.396397;0.19870952;0.49182707
21.421421;0.19273497;0.4919051
21.446445;0.18675993;0.49194753
21.471472;0.18078493;0.49196032
21.496496;0.17481193;0.49194375
21.52152;0.16884139;0.49189982
21.546547;0.16287373;0.49183047
21.571571;0.15691067;0.49173748
21.596596;0.15095249;0.49162272
21.621622;0.14499943;0.49148774
21.646646;0.139053;0.49133426
21.671673;0.13311289;0.49116385
21.696697;0.12718046;0.4909777
21.721722;0.12125574;0.49077767
21.746748;0.11533869;0.490565
21.771772;0.10943056;0.49034092
21.796797;0.10353124;0.4901067
21.821821;0.09764104;0.48986343
21.846846;0.09176017;0.48961228
21.871872;0.08588842;0.48935425
21.896896;0.08002685;0.4890903
21.92192;0.074175015;0.4888193
21.946947;0.068332836;0.4885454
21.971972;0.062501185;0.48826787
21.996996;0.056679692;0.48798743
22.022022;0.05086796;0.48770463
22.047047;0.04506692;0.48742008
22.072073;0.039275702;0.4871342
22.097097;0.033495195;0.48684752
22.122122;0.027724955;0.48656029
22.147148;0.021964524;0.48627287
22.172173;0.016214691;0.4859864
22.197197;0.010475088;0.48569953
22.222221;0.004745641;0.48541313
22.247246;-0.0009736811;0.4851272
22.272272;-0.0066833445;0.48484176
22.297297;-0.012382495;0.48455688
22.32232;-0.0180716;0.48427236
22.347347;-0.023751115;0.48398754
22.372372;-0.02942016;0.48370314
22.397396;-0.035079174;0.4834185
22.422422;-0.04072858;0.4831333
22.447447;-0.046367478;0.48284718
22.472473;-0.051996678;0.48255974
22.497498;-0.057615254;0.48227057
22.522522;-0.06322356;0.48197913
22.547548;-0.06882182;0.48168463
22.572573;-0.074409194;0.4813868
22.597597;-0.07998591;0.48108482
22.622623;-0.0855522;0.48077804
22.647648;-0.091107026;0.48046568
22.672674;-0.096650966;0.48014688
22.697699;-0.10218294;0.47982094
22.722723;-0.10770305;0.47948685
22.74775;-0.11321141;0.4791437
22.772774;-0.11870711;0.47879082
22.797798;-0.124189675;0.47842675
22.822823;-0.1296589;0.47805065
22.847847;-0.1351143;0.4776614
22.872873;-0.14055583;0.47725782
22.897898;-0.14598206;0.47683883
22.922922;-0.15139283;0.47640318
22.947948;-0.15678798;0.47594965
22.972973;-0.16216595;0.475477
22.997997;-0.16752653;0.47498396
23.023024;-0.17286903;0.47447017
23.048048;-0.17819238;0.4739326
23.073074;-0.18349634;0.47337055
23.098099;-0.1887792;0.47278273
23.123123;-0.19404048;0.47216773
23.14815;-0.19927959;0.471524
23.173174;-0.20449474;0.47085026
23.198198;-0.20968533;0.470145
23.223223;-0.21485025;0.46940666
23.248247;-0.21998839;0.46863395
23.273273;-0.22509901;0.4678252
23.298298;-0.2301801;0.4669791
23.323322;-0.23523107;0.46609464
23.348349;-0.24025062;0.46516934
23.373373;-0.24523689;0.46420226
23.398397;-0.25018892;0.4631919
23.423424;-0.25510567;0.46213675
23.448448;-0.25998515;0.46103546
23.473475;-0.2648266;0.45988667
23.498499;-0.26962787;0.45868903
23.523523;-0.2743879;0.4574412
23.54855;-0.2791056;0.4561417
23.573574;-0.28377926;0.4547893
23.598598;-0.28840688;0.45338294
23.623623;-0.29298738;0.45192125
23.648647;-0.29751924;0.45040312
23.673674;-0.3020013;0.44882736
23.698698;-0.3064314;0.44719315
23.723722;-0.31080842;0.44549936
23.748749;-0.31513128;0.44374493
23.773773;-0.31939778;0.4419293
23.798798;-0.3236073;0.44005096
23.823824;-0.32775804;0.4381099
23.848848;-0.33184826;0.4361054
23.873875;-0.3358773;0.43403658
23.8989;-0.33984318;0.43190315
23.923923;-0.343745;0.42970458
23.94895;-0.34758177;0.42744032
23.973974;-0.35135183;0.4251104
23.998999;-0.35505444;0.4227137
24.024025;-0.35868856;0.42025125
24.04905;-0.3622528;0.41772273
24.074076;-0.36574668;0.4151279
24.0991;-0.3691688;0.41246715
24.124125;-0.3725187;0.40974057
24.14915;-0.37579584;0.40694815
24.174175;-0.37899908;0.4040908
24.1992;-0.38212803;0.40116888
24.224224;-0.38518217;0.39818266
24.249249;-0.38816115;0.39513278
24.274275;-0.3910647;0.39201972
24.2993;-0.39389223;0.38884473
24.324324;-0.3966437;0.38560838
24.34935;-0.39931914;0.38231128
24.374374;-0.40191826;0.37895492
24.399399;-0.40444216;0.3755407
24.424425;-0.40688953;0.37206835
24.44945;-0.409261;0.36854005
24.474476;-0.4115571;0.36495644
24.4995;-0.41377798;0.36131924
24.524525;-0.4159242;0.3576296
24.549551;-0.41799632;0.35388845
24.574575;-0.41999483;0.35009778
24.5996;-0.4219216;0.34625807
24.624624;-0.42377552;0.3423717
24.649649;-0.42555818;0.33843985
24.674675;-0.42727062;0.3344635
24.6997;-0.42891344;0.33044487
24.724724;-0.43048787;0.32638514
24.74975;-0.43199506;0.32228547
24.774775;-0.4334358;0.31814808
24.799799;-0.4348111;0.31397408
24.824825;-0.43612275;0.30976474
24.84985;-0.43737164;0.30552223
24.874874;-0.4385591;0.30124772
24.8999;-0.43968645;0.29694238
24.924925;-0.44075495;0.29260838
24.94995;-0.44176602;0.28824684
24.974976;-0.44272113;0.2838589
25.0;-0.44362155;0.27944666
